Bus_name,Bus Type,Departure Time,Arrival Time,Duration,Fare,Rating,Seat_Availability,Bus Link,Bus Route
VRL Travels,A/C Sleeper (2+1),21:00,10:45,13h 45m,1300,2.4,,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,07:00,12h 00m,735,3.3,,https://www.redbus.in/bus-tickets/goa-to-pandharpur,Goa to Pandharpur
SR Tours & Travels,A/C Sleeper (2+1),17:00,03:20,10h 20m,990,1.9,,https://www.redbus.in/bus-tickets/goa-to-pandharpur,Goa to Pandharpur
S R Travels,NON A/C Sleeper (2+1),01:00,06:00,05h 00m,799,1.7,,https://www.redbus.in/bus-tickets/belagavi-to-goa,Belagavi to Goa
Intercity travels,Bharat Benz A/C Sleeper (2+1),18:00,07:15,13h 15m,1099,4.6,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sunrise Tours and Travels,A/C Sleeper (2+1),18:30,07:10,12h 40m,999,4.4,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
IntrCity SmartBus,AC Sleeper (2+1),19:00,08:35,13h 35m,799,4.2,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
AdIntrCity SmartBus,AC Sleeper (2+1),17:00,06:40,13h 40m,932,4.4,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Shanta Travels,NON A/C Sleeper (2+1),18:15,07:15,13h 00m,910,4.1,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sunrise Tours and Travels,A/C Sleeper (2+1),18:00,06:35,12h 35m,999,4.5,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sri Sai Logistics,A/C Sleeper (2+1),17:30,06:30,13h 00m,1500,3.8,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sea Bird Tourist,A/C Sleeper (2+1),20:30,09:30,13h 00m,1200,3.4,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sugama Tourist,NON A/C Sleeper (2+1),19:45,07:45,12h 00m,900,3.4,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
VRL Travels,NON A/C Sleeper (2+1),18:00,08:00,14h 00m,700,3.9,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Suprith Holidays,A/C Sleeper (2+1),18:30,06:55,12h 25m,2300,3.8,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sea Bird Tourist,NON A/C Sleeper (2+1),17:30,07:30,14h 00m,700,3.1,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sea Bird Tourist,NON A/C Sleeper (2+1),18:30,08:30,14h 00m,700,2.7,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
SRS Travels,NON AC Seater / Sleeper 2+1,18:00,07:30,13h 30m,647,2.4,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
SRS Travels,NON AC Seater / Sleeper 2+1,19:00,07:30,12h 30m,699,2.3,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sugama Tourist,NON A/C Sleeper (2+1),19:00,07:45,12h 45m,900,3.3,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sugama Tourist,NON A/C Sleeper (2+1),18:00,07:48,13h 48m,900,3.2,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Anand Travels,NON A/C Sleeper (2+1),18:30,06:45,12h 15m,610,2.8,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sri Sai Logistics,A/C Sleeper (2+1),17:00,06:05,13h 05m,1500,3.5,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Anand Travels,A/C Sleeper (2+1),19:00,07:45,12h 45m,705,2.8,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Northern Travels,Bharat Benz A/C Sleeper (2+1),20:30,08:20,11h 50m,2850,1.6,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Suprith Holidays,NON A/C Sleeper (2+1),17:45,06:05,12h 20m,3000,3.5,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Suprith Holidays,A/C Sleeper (2+1),17:45,06:25,12h 40m,3500,3.5,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Suprith Holidays,A/C Sleeper (2+1),18:15,06:55,12h 40m,3500,3.5,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Pauls Trans,A/C Sleeper (2+1),20:30,08:25,11h 55m,2999,2.6,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
VRL Travels,A/C Sleeper (2+1),20:00,10:00,14h 00m,1300,3.0,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Balaji Tourist,Volvo Multi-Axle A/C Semisleeper (2+2),19:45,06:25,10h 40m,3000,,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,20:00,10:00,14h 00m,850,3.2,,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
Humsafar Travels,A/C Sleeper (2+1),22:30,08:00,09h 30m,1150,3.1,,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
S R Travels,A/C Seater/Sleeper (2+1),18:45,07:00,12h 15m,600,2.9,,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
Sharma Travels,AC Sleeper (2+1),23:01,09:01,10h 00m,1429,3.9,,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
SR Tours & Travels,A/C Sleeper (2+1),18:00,05:30,11h 30m,1170,1.9,,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
Neeta tours and travels,AC Sleeper (2+1),12:45,19:00,06h 15m,500,3.6,16,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Atmaram Travels (Dolphin),A/C Sleeper (2+1),15:30,21:45,06h 15m,599,4.5,19,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
IntrCity SmartBus,AC Sleeper (2+1),15:30,21:45,06h 15m,550,4.5,14,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Atmaram Travels (Dolphin),A/C Sleeper (2+1),17:30,23:40,06h 10m,600,3.3,28,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
IntrCity SmartBus,AC Sleeper (2+1),17:30,00:25,06h 55m,550,4.4,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Zingbus Plus,Bharat Benz A/C Sleeper (2+1),18:10,00:15,06h 05m,630,4.4,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Amrutyog Travels,A/C Sleeper (2+1),19:00,02:30,07h 30m,599,4.6,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Zingbus Plus,VE A/C Sleeper (2+1),19:40,01:45,06h 05m,593,4.9,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Vaibhav Travels,A/C Sleeper (2+1),20:00,06:12,10h 12m,700,3.7,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Ashray Travels,Non A/C Seater / Sleeper (2+1),20:00,01:30,05h 30m,399,3.3,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Atmaram Travels (Shreyas),Bharat Benz A/C Sleeper (2+1),20:03,02:03,06h 00m,501,4.0,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Atmaram Travels (Shreyas),NON A/C Sleeper (2+1),20:30,02:30,06h 00m,450,4.0,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Zingbus Plus,VE A/C Sleeper (2+1),21:05,02:45,05h 40m,486,4.7,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
PSR Travels (Vaibhav),A/C Sleeper (2+1),22:30,03:30,05h 00m,699,4.1,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Atmaram Travels (Dolphin),A/C Sleeper (2+1),16:30,23:00,06h 30m,600,2.2,25,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Manish Travels,NON A/C Seater (2+2),16:45,23:55,07h 10m,350,2.9,32,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
SR Tours & Travels,A/C Sleeper (2+1),17:00,23:58,06h 58m,630,1.9,24,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Manish Travels,A/C Sleeper (2+1),18:00,02:30,08h 30m,699,2.7,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Anand Travels,NON A/C Sleeper (2+1),18:00,02:00,08h 00m,504,2.8,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Atmaram Travels (Dolphin),AC Sleeper (2+1),18:30,00:45,06h 15m,555,2.8,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Atmaram Travels(GTA),A/C Sleeper (2+1),19:00,01:45,06h 45m,575,1.9,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Laxmi-Princess Nova,Non A/C Seater / Sleeper (2+1),19:00,01:30,06h 30m,399,2.5,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Manish Roshan Travels,A/C Sleeper (2+1),19:00,03:30,08h 30m,699,2.7,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Gujarat Travels,AC Sleeper (2+1),12:40,18:55,06h 15m,950,3.4,28,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Atmaram Travels (Dolphin),A/C Sleeper (2+1),14:00,20:30,06h 30m,750,3.7,20,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Jolly Tours and Travels,VE A/C Sleeper (2+1),17:30,00:45,07h 15m,1000,3.7,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Sai Travels - Shree Sai,NON A/C Push Back (2+2),17:30,01:30,08h 00m,5000,3.6,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Giroba Travels,Non AC Seater (2+2),18:00,02:00,08h 00m,2000,3.3,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
PSR Travels Goa,A/C Sleeper (2+1),19:15,01:15,06h 00m,799,3.6,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
VRL Travels,A/C Sleeper (2+1),19:30,02:00,06h 30m,1000,3.4,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
VRL Travels,A/C Sleeper (2+1),20:00,03:00,07h 00m,900,3.4,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Laxmi Queen Asta,A/C Sleeper (2+1),20:30,02:00,05h 30m,799,4.9,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Atmaram Travels ( Gogte ),NON A/C Sleeper (2+1),21:15,03:15,06h 00m,2000,3.1,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Atmaram Travels(GTA),A/C Sleeper (2+1),21:30,03:30,06h 00m,4000,4.0,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Atmaram Travels (Vaibhav),A/C Sleeper (2+1),22:31,04:01,05h 30m,750,4.1,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Manish Sharma Travels,A/C Sleeper (2+1),17:30,02:00,08h 30m,3000,2.7,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,08:30,13h 30m,850,2.9,,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
IntrCity SmartBus,AC Sleeper (2+1),16:30,04:00,11h 30m,1034,4.7,,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
IntrCity SmartBus,AC Sleeper (2+1),17:30,04:45,11h 15m,1118,3.6,,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
Humsafar Travels,A/C Sleeper (2+1),19:00,04:30,09h 30m,1050,3.7,,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
IntrCity SmartBus,AC Sleeper (2+1),15:30,03:00,11h 30m,1188,4.3,,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
S R Travels,A/C Seater/Sleeper (2+1),20:30,07:30,11h 00m,600,2.3,,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
SR Tours & Travels,A/C Sleeper (2+1),17:00,04:50,11h 50m,990,1.9,,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,06:05,11h 05m,675,3.2,,https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
Humsafar Travels,A/C Sleeper (2+1),19:00,02:00,07h 00m,1050,3.1,,https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
SR Tours & Travels,A/C Sleeper (2+1),17:00,02:50,09h 50m,900,1.9,,https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,21:45,10:00,12h 15m,675,2.5,,https://www.redbus.in/bus-tickets/sangola-to-goa,Sangola (Solapur) to Goa
SR Tours & Travels,A/C Sleeper (2+1),20:30,05:30,09h 00m,1035,1.9,,https://www.redbus.in/bus-tickets/sangola-to-goa,Sangola (Solapur) to Goa
Kadamba Transport Corporation Limited (KTCL) - 78627,Volvo AC Seater 2+2,13:30,15:15,01h 45m,200,3.7,31,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,Calangute (goa) to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 99718,AC Seater (2+2),15:30,17:15,01h 45m,200,4.2,41,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,Calangute (goa) to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 99719,AC Seater (2+2),18:30,20:00,01h 30m,200,4.9,42,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,Calangute (goa) to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,04:00,09h 00m,490,3.0,,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
Humsafar Travels,A/C Sleeper (2+1),19:00,01:30,06h 30m,1050,4.0,,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
Vaibhav Travels,A/C Sleeper (2+1),20:00,05:40,09h 40m,700,3.6,,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
SR Tours & Travels,A/C Sleeper (2+1),17:00,01:05,08h 05m,720,1.9,,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
Kadamba Transport Corporation Limited (KTCL) - 160438,A/C Seater (2+3),13:30,14:40,01h 10m,200,4.1,47,https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 160437,A/C Seater (2+3),17:30,18:40,01h 10m,200,4.3,45,https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,04:30,09h 30m,505,2.5,,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
Vaibhav Travels,A/C Sleeper (2+1),20:00,05:42,09h 42m,700,3.7,,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
Humsafar Travels,A/C Sleeper (2+1),19:00,01:30,06h 30m,1050,2.6,,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
SR Tours & Travels,A/C Sleeper (2+1),17:00,01:20,08h 20m,720,1.9,,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
Kadamba Transport Corporation Limited (KTCL) - 99707,AC Seater (2+2),13:45,15:30,01h 45m,200,3.9,40,https://www.redbus.in/bus-tickets/goa-airport-to-calangute-goa,Goa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 99710,AC Seater (2+2),16:00,17:30,01h 30m,200,4.4,41,https://www.redbus.in/bus-tickets/goa-airport-to-calangute-goa,Goa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 158948,A/C Seater (2+3),14:00,14:30,00h 30m,150,2.7,47,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 158967,A/C Seater (2+3),15:00,17:00,02h 00m,400,4.7,48,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 158967,A/C Seater (2+3),15:55,17:00,01h 05m,200,3.5,48,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 6032,Non AC Seater 2+2,18:00,03:00,09h 00m,550,3.2,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),21:30,05:25,07h 55m,5000,4.7,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Ashray Grand,Volvo Multi-Axle A/C Sleeper (2+1),22:00,07:30,09h 30m,980,4.3,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Ashray Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:00,06:30,09h 30m,750,4.1,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),22:30,06:25,07h 55m,599,4.7,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Ashray Travels,Bharat Benz A/C Sleeper (2+1),22:30,08:00,09h 30m,750,4.0,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Gobus,VE A/C Sleeper (2+1),22:30,06:10,07h 40m,799,4.8,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels (Shreyas),NON A/C Sleeper (2+1),20:30,05:00,08h 30m,450,4.3,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Gobus,NON A/C Sleeper (2+1),21:02,06:17,09h 15m,450,4.8,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Gobus,NON A/C Sleeper (2+1),20:01,05:41,09h 40m,550,4.4,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Zingbus Plus,VE A/C Sleeper (2+1),21:05,05:20,08h 15m,476,4.8,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Sangitam Travels Tanzanite,A/C Sleeper (2+1),21:00,04:30,07h 30m,524,4.1,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Amrutyog Travels,A/C Sleeper (2+1),19:00,05:00,10h 00m,599,4.2,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels(M.Dev),A/C Sleeper (2+1),22:00,06:50,08h 50m,699,3.8,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels(KVT Narmada Red),Bharat Benz A/C Sleeper (2+1),21:16,06:01,08h 45m,550,3.4,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Laxmi-Princess Nova,Non A/C Seater / Sleeper (2+1),19:00,04:00,09h 00m,399,3.7,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
IntrCity SmartBus,AC Sleeper (2+1),19:30,03:10,07h 40m,621,4.4,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
IntrCity SmartBus,AC Sleeper (2+1),18:20,02:25,08h 05m,599,4.4,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
IntrCity SmartBus,AC Sleeper (2+1),18:30,02:35,08h 05m,599,4.4,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Zingbus Plus,Bharat Benz A/C Sleeper (2+1),18:10,02:50,08h 40m,630,4.3,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Zingbus Plus,VE A/C Sleeper (2+1),19:40,04:10,08h 30m,593,4.3,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Ashray Travels,Non A/C Seater / Sleeper (2+1),20:00,03:00,07h 00m,399,4.1,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Gobus,VE A/C Sleeper (2+1),21:32,05:17,07h 45m,650,4.0,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels (Dolphin),A/C Sleeper (2+1),17:30,03:30,10h 00m,600,4.0,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels ( Ashray ),A/C Sleeper (2+1),20:05,05:35,09h 30m,525,4.0,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels (Humsafar),Bharat Benz A/C Sleeper (2+1),19:30,03:45,08h 15m,699,4.0,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels (Shreyas),Bharat Benz A/C Sleeper (2+1),20:03,04:03,08h 00m,501,4.0,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels (Unity),A/C Sleeper (2+1),20:00,04:45,08h 45m,575,4.0,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels (Dolphin),A/C Sleeper (2+1),16:30,02:00,09h 30m,600,4.0,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels (Dolphin),A/C Sleeper (2+1),14:00,23:30,09h 30m,750,4.0,20,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels(GTA),A/C Sleeper (2+1),19:00,04:15,09h 15m,575,4.0,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels (Dolphin),AC Sleeper (2+1),18:30,04:00,09h 30m,555,4.0,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels (Dolphin),A/C Sleeper (2+1),15:30,01:00,09h 30m,650,4.0,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Laxmi Queen Asta,A/C Sleeper (2+1),20:30,05:30,09h 00m,799,3.9,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
"National Travels,Goa",NON A/C Sleeper (2+1),19:00,03:30,08h 30m,550,3.7,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Kadamba Transport Corporation Limited (KTCL) - 160438,A/C Seater (2+3),13:30,14:00,00h 30m,150,3.7,47,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
Kadamba Transport Corporation Limited (KTCL) - 159015,A/C Seater (2+3),16:00,18:00,02h 00m,400,4.9,47,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
Kadamba Transport Corporation Limited (KTCL) - 159015,A/C Seater (2+3),16:00,16:25,00h 25m,150,3.7,47,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
Kadamba Transport Corporation Limited (KTCL) - 160437,A/C Seater (2+3),17:30,18:00,00h 30m,150,3.7,45,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
PSR Travels Goa,A/C Sleeper (2+1),18:00,09:00,15h 00m,1299,3.7,,https://www.redbus.in/bus-tickets/shirdi-to-goa,Shirdi to Goa
Humsafar Travels,A/C Sleeper (2+1),15:00,08:00,17h 00m,1150,2.8,,https://www.redbus.in/bus-tickets/shirdi-to-goa,Shirdi to Goa
Humsafar Travels,A/C Sleeper (2+1),14:30,09:30,19h 00m,1150,3.4,,https://www.redbus.in/bus-tickets/shirdi-to-goa,Shirdi to Goa
Humsafar Travels,A/C Sleeper (2+1),14:30,09:15,18h 45m,1150,4.0,,https://www.redbus.in/bus-tickets/shirdi-to-goa,Shirdi to Goa
PSR Travels Goa,A/C Sleeper (2+1),19:15,10:00,14h 45m,1199,3.6,,https://www.redbus.in/bus-tickets/goa-to-shirdi,Goa to Shirdi
Humsafar Travels,A/C Sleeper (2+1),19:00,11:00,16h 00m,1050,1.6,,https://www.redbus.in/bus-tickets/goa-to-shirdi,Goa to Shirdi
Kadamba Transport Corporation Limited (KTCL) - 78627,Volvo AC Seater 2+2,14:01,15:15,01h 14m,150,3.7,31,https://www.redbus.in/bus-tickets/goa-to-goa-airport,Goa to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 99718,AC Seater (2+2),16:01,17:15,01h 14m,150,3.7,41,https://www.redbus.in/bus-tickets/goa-to-goa-airport,Goa to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 158948,A/C Seater (2+3),14:00,14:30,00h 30m,150,2.7,47,https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,Margao to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 158967,A/C Seater (2+3),15:00,17:00,02h 00m,400,4.7,48,https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,Margao to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 158967,A/C Seater (2+3),15:55,17:00,01h 05m,200,3.5,48,https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,Margao to Mopa Airport
